20.00	20.00	110.00
20.00	21.00	110.00
20.00	22.00	110.00
20.00	23.00	110.00
20.00	24.00	110.00
20.00	25.00	110.00
20.00	26.00	110.00
20.00	27.00	110.00
20.00	28.00	110.00
20.00	29.00	110.00
20.00	30.00	110.00
20.00	31.00	110.00
20.00	32.00	110.00
20.00	33.00	110.00
20.00	34.00	110.00
20.00	35.00	110.00
20.00	36.00	110.00
20.00	37.00	110.00
20.00	38.00	110.00
20.00	39.00	110.00
20.00	40.00	110.00
20.00	41.00	110.00
20.00	42.00	110.00
20.00	43.00	110.00
20.00	44.00	110.00
20.00	45.00	110.00
20.00	46.00	110.00
20.00	47.00	110.00
20.00	48.00	110.00
20.00	49.00	110.00
20.00	50.00	110.00
20.00	51.00	110.00
20.00	52.00	110.00
20.00	53.00	110.00
20.00	54.00	110.00
20.00	55.00	110.00
20.00	56.00	110.00
20.00	57.00	110.00
20.00	58.00	110.00
20.00	59.00	110.00
20.00	60.00	110.00
20.00	61.00	110.00
20.00	62.00	110.00
20.00	63.00	110.00
20.00	64.00	110.00
20.00	65.00	110.00
20.00	66.00	110.00
20.00	67.00	110.00
20.00	68.00	110.00
20.00	69.00	110.00
20.00	70.00	110.00
20.00	70.00	110.00
20.00	70.00	109.00
20.00	70.00	108.00
20.00	70.00	107.00
20.00	70.00	106.00
20.00	70.00	105.00
20.00	70.00	104.00
20.00	70.00	103.00
20.00	70.00	102.00
20.00	70.00	101.00
20.00	70.00	100.00
20.00	70.00	99.00
20.00	70.00	98.00
20.00	70.00	97.00
20.00	70.00	96.00
20.00	70.00	95.00
20.00	70.00	94.00
20.00	70.00	93.00
20.00	70.00	92.00
20.00	70.00	91.00
20.00	70.00	90.00
20.00	70.00	89.00
20.00	70.00	88.00
20.00	70.00	87.00
20.00	70.00	86.00
20.00	70.00	85.00
20.00	70.00	84.00
20.00	70.00	83.00
20.00	70.00	82.00
20.00	70.00	81.00
20.00	70.00	80.00
20.00	70.00	79.00
20.00	70.00	78.00
20.00	70.00	77.00
20.00	70.00	76.00
20.00	70.00	75.00
20.00	70.00	74.00
20.00	70.00	73.00
20.00	70.00	72.00
20.00	70.00	71.00
20.00	70.00	70.00
20.00	70.00	69.00
20.00	70.00	68.00
20.00	70.00	67.00
20.00	70.00	66.00
20.00	70.00	65.00
20.00	70.00	64.00
20.00	70.00	63.00
20.00	70.00	62.00
20.00	70.00	61.00
20.00	69.00	60.00
20.00	68.00	60.00
20.00	67.00	60.00
20.00	66.00	60.00
20.00	65.00	60.00
20.00	64.00	60.00
20.00	63.00	60.00
20.00	62.00	60.00
20.00	61.00	60.00
20.00	60.00	60.00
20.00	59.00	60.00
20.00	58.00	60.00
20.00	57.00	60.00
20.00	56.00	60.00
20.00	55.00	60.00
20.00	54.00	60.00
20.00	53.00	60.00
20.00	52.00	60.00
20.00	51.00	60.00
20.00	50.00	60.00
20.00	49.00	60.00
20.00	48.00	60.00
20.00	47.00	60.00
20.00	46.00	60.00
20.00	45.00	60.00
20.00	44.00	60.00
20.00	43.00	60.00
20.00	42.00	60.00
20.00	41.00	60.00
20.00	40.00	60.00
20.00	39.00	60.00
20.00	38.00	60.00
20.00	37.00	60.00
20.00	36.00	60.00
20.00	35.00	60.00
20.00	34.00	60.00
20.00	33.00	60.00
20.00	32.00	60.00
20.00	31.00	60.00
20.00	30.00	60.00
20.00	29.00	60.00
20.00	28.00	60.00
20.00	27.00	60.00
20.00	26.00	60.00
20.00	25.00	60.00
20.00	24.00	60.00
20.00	23.00	60.00
20.00	22.00	60.00
20.00	21.00	60.00
20.00	20.00	60.00
20.00	20.00	61.00
20.00	20.00	62.00
20.00	20.00	63.00
20.00	20.00	64.00
20.00	20.00	65.00
20.00	20.00	66.00
20.00	20.00	67.00
20.00	20.00	68.00
20.00	20.00	69.00
20.00	20.00	70.00
20.00	20.00	71.00
20.00	20.00	72.00
20.00	20.00	73.00
20.00	20.00	74.00
20.00	20.00	75.00
20.00	20.00	76.00
20.00	20.00	77.00
20.00	20.00	78.00
20.00	20.00	79.00
20.00	20.00	80.00
20.00	20.00	81.00
20.00	20.00	82.00
20.00	20.00	83.00
20.00	20.00	84.00
20.00	20.00	85.00
20.00	20.00	86.00
20.00	20.00	87.00
20.00	20.00	88.00
20.00	20.00	89.00
20.00	20.00	90.00
20.00	20.00	91.00
20.00	20.00	92.00
20.00	20.00	93.00
20.00	20.00	94.00
20.00	20.00	95.00
20.00	20.00	96.00
20.00	20.00	97.00
20.00	20.00	98.00
20.00	20.00	99.00
20.00	20.00	100.00
20.00	20.00	101.00
20.00	20.00	102.00
20.00	20.00	103.00
20.00	20.00	104.00
20.00	20.00	105.00
20.00	20.00	106.00
20.00	20.00	107.00
20.00	20.00	108.00
20.00	20.00	109.00
20.00	20.00	110.00
