0.19	-0.1	0.775
0.19	-0.09	0.775
0.19	-0.08	0.775
0.19	-0.07	0.775
0.19	-0.06	0.775
0.19	-0.05	0.775
0.19	-0.04	0.775
0.19	-0.03	0.775
0.19	-0.02	0.775
0.19	-0.01	0.775
0.19	0	0.775
0.19	0.01	0.775
0.19	0.02	0.775
0.19	0.03	0.775
0.19	0.04	0.775
0.19	0.05	0.775
0.19	0.06	0.775
0.19	0.07	0.775
0.19	0.08	0.775
0.19	0.09	0.775
0.19	0.1	0.775
0.19	0.11	0.775
0.19	0.12	0.775
0.19	0.13	0.775
0.19	0.14	0.775
0.19	0.15	0.775
0.19	0.15	0.7725
0.19	0.15	0.7675
0.19	0.15	0.7625
0.19	0.15	0.7575
0.19	0.15	0.7525
0.19	0.15	0.7475
0.19	0.15	0.7425
0.19	0.15	0.7375
0.19	0.15	0.7325
0.19	0.15	0.7275
0.19	0.15	0.7225
0.19	0.15	0.7175
0.19	0.15	0.7125
0.19	0.15	0.7075
0.19	0.15	0.7025
0.19	0.15	0.6975
0.19	0.15	0.6925
0.19	0.15	0.6875
0.19	0.15	0.6825
0.19	0.15	0.6775
0.19	0.15	0.6725
0.19	0.15	0.6675
0.19	0.15	0.6625
0.19	0.15	0.6575
0.19	0.15	0.6525
0.19	0.14	0.65
0.19	0.13	0.65
0.19	0.12	0.65
0.19	0.11	0.65
0.19	0.1	0.65
0.19	0.09	0.65
0.19	0.08	0.65
0.19	0.07	0.65
0.19	0.06	0.65
0.19	0.05	0.65
0.19	0.04	0.65
0.19	0.03	0.65
0.19	0.02	0.65
0.19	0.01	0.65
0.19	0	0.65
0.19	-0.01	0.65
0.19	-0.02	0.65
0.19	-0.03	0.65
0.19	-0.04	0.65
0.19	-0.05	0.65
0.19	-0.06	0.65
0.19	-0.07	0.65
0.19	-0.08	0.65
0.19	-0.09	0.65
0.19	-0.1	0.65
0.19	-0.1	0.655
0.19	-0.1	0.66
0.19	-0.1	0.665
0.19	-0.1	0.67
0.19	-0.1	0.675
0.19	-0.1	0.68
0.19	-0.1	0.685
0.19	-0.1	0.69
0.19	-0.1	0.695
0.19	-0.1	0.7
0.19	-0.1	0.705
0.19	-0.1	0.71
0.19	-0.1	0.715
0.19	-0.1	0.72
0.19	-0.1	0.725
0.19	-0.1	0.73
0.19	-0.1	0.735
0.19	-0.1	0.74
0.19	-0.1	0.745
0.19	-0.1	0.75
0.19	-0.1	0.755
0.19	-0.1	0.76
0.19	-0.1	0.765
0.19	-0.1	0.77
0.19	-0.1	0.775
